user_id,total_transactions,total_spent,avg_transaction,max_transaction,min_transaction,total_rental_hours
f2afbe2621,1,140.0,140.0,140.0,140.0,7.0
0f66ac8bd3,3,1170.0,390.0,650.0,70.0,117.0
f21013861b,1,1420.0,1420.0,1420.0,1420.0,71.0
37352e170a,3,740.0,246.66666666666666,530.0,80.0,70.0
3237c696fd,3,510.0,170.0,240.0,130.0,39.0
22a4441417,2,610.0,305.0,370.0,240.0,61.0
cfa3445894,2,990.0,495.0,950.0,40.0,23.0
ee99cabfc0,2,3230.0,1615.0,2550.0,680.0,85.0
f13723e6e7,2,1440.0,720.0,960.0,480.0,96.0
92056c0f54,2,1610.0,805.0,1200.0,410.0,65.0
a22c80335b,2,1590.0,795.0,850.0,740.0,54.0
b721ce356f,1,820.0,820.0,820.0,820.0,41.0
2968f3f994,2,320.0,160.0,260.0,60.0,16.0
a38779dd6d,1,590.0,590.0,590.0,590.0,59.0
9900980201,3,4330.0,1443.3333333333333,2550.0,600.0,170.0
48732478eb,2,850.0,425.0,650.0,200.0,69.0
6606af3a5b,3,2580.0,860.0,1340.0,80.0,129.0
a684ded523,1,980.0,980.0,980.0,980.0,49.0
3d1a7ce462,3,1430.0,476.6666666666667,610.0,280.0,116.0
0a312473f0,1,340.0,340.0,340.0,340.0,34.0
82c98dc8b3,2,1570.0,785.0,900.0,670.0,85.0
da2055bbb4,3,4290.0,1430.0,2800.0,530.0,157.0
f242ba19d9,3,1910.0,636.6666666666666,1100.0,340.0,86.0
d691016ead,3,1820.0,606.6666666666666,1120.0,300.0,91.0
77268434b8,2,3500.0,1750.0,2700.0,800.0,70.0
e85517836b,3,5270.0,1756.6666666666667,3500.0,620.0,155.0
2fcafa8656,2,560.0,280.0,460.0,100.0,28.0
3fd72a526a,3,1990.0,663.3333333333334,1550.0,60.0,75.0
bf9c441fd3,2,2930.0,1465.0,2650.0,280.0,81.0
e2185aed87,2,470.0,235.0,430.0,40.0,47.0
3d8a24bd31,1,1260.0,1260.0,1260.0,1260.0,63.0
08266cbf95,1,490.0,490.0,490.0,490.0,49.0
2b090e3a45,3,4910.0,1636.6666666666667,2900.0,950.0,130.0
e38e888564,2,1370.0,685.0,1120.0,250.0,61.0
6c4e41b9ff,2,660.0,330.0,640.0,20.0,34.0
f72177215a,1,140.0,140.0,140.0,140.0,7.0
1d6abb489d,2,370.0,185.0,240.0,130.0,37.0
cc8983e51f,1,2500.0,2500.0,2500.0,2500.0,50.0
3486ccfef3,3,2670.0,890.0,1360.0,610.0,199.0
00b552a5b3,1,880.0,880.0,880.0,880.0,44.0
7c08078179,3,1120.0,373.3333333333333,500.0,140.0,63.0
1ce7060f3d,2,500.0,250.0,440.0,60.0,28.0
b055fb2d6e,3,2200.0,733.3333333333334,1380.0,380.0,110.0
20c7906390,2,680.0,340.0,460.0,220.0,57.0
692548cc91,1,2750.0,2750.0,2750.0,2750.0,55.0
3aed845090,3,1790.0,596.6666666666666,860.0,280.0,122.0
25ccccf996,1,610.0,610.0,610.0,610.0,61.0
515446d9d8,3,2560.0,853.3333333333334,1850.0,160.0,64.0
78adc433cd,3,3460.0,1153.3333333333333,2600.0,250.0,138.0
bc425b19dc,3,1130.0,376.6666666666667,850.0,80.0,45.0
178680c961,1,80.0,80.0,80.0,80.0,4.0
d55c7d0e92,2,2540.0,1270.0,2200.0,340.0,78.0
f69ce7d504,2,930.0,465.0,630.0,300.0,78.0
8e45e6d808,3,3290.0,1096.6666666666667,1350.0,640.0,117.0
5dbe8c0f85,2,1530.0,765.0,1150.0,380.0,42.0
5e38a5aa96,1,940.0,940.0,940.0,940.0,47.0
089089db66,3,650.0,216.66666666666666,450.0,50.0,65.0
825c4a81b4,3,4680.0,1560.0,3150.0,80.0,100.0
4a01c172c5,2,1830.0,915.0,1500.0,330.0,63.0
cac3e4424e,1,2700.0,2700.0,2700.0,2700.0,54.0
495f6822c1,3,1120.0,373.3333333333333,820.0,50.0,51.0
048d5606b9,1,800.0,800.0,800.0,800.0,16.0
3ef3f6f685,2,1650.0,825.0,950.0,700.0,33.0
9b99d05320,3,1540.0,513.3333333333334,1080.0,220.0,89.0
493674743b,2,1510.0,755.0,920.0,590.0,105.0
c4ae3ab51c,1,660.0,660.0,660.0,660.0,33.0
4b146a5cad,1,440.0,440.0,440.0,440.0,22.0
d8ed6569ed,1,1300.0,1300.0,1300.0,1300.0,65.0
8b59f12b7d,1,1400.0,1400.0,1400.0,1400.0,70.0
522767045f,1,380.0,380.0,380.0,380.0,38.0
ef88d13b7b,2,3940.0,1970.0,3250.0,690.0,134.0
af78c88d98,3,680.0,226.66666666666666,290.0,160.0,60.0
465d5526c0,1,650.0,650.0,650.0,650.0,13.0
7ec0135f27,3,2190.0,730.0,1360.0,210.0,120.0
ff5129b06c,2,860.0,430.0,550.0,310.0,86.0
7df1941ae7,2,1590.0,795.0,1180.0,410.0,100.0
f07901c41c,3,1440.0,480.0,800.0,200.0,72.0
42ab461dd4,3,2900.0,966.6666666666666,1180.0,640.0,145.0
232238c032,2,560.0,280.0,300.0,260.0,28.0
54e182760c,1,590.0,590.0,590.0,590.0,59.0
920ffd54d2,1,600.0,600.0,600.0,600.0,30.0
06bfa0a2e7,1,320.0,320.0,320.0,320.0,16.0
6243cfd960,2,1700.0,850.0,1550.0,150.0,34.0
eadd41b710,3,3260.0,1086.6666666666667,2850.0,180.0,89.0
fe2e536413,3,2920.0,973.3333333333334,1700.0,500.0,116.0
11a1b4a56a,1,3200.0,3200.0,3200.0,3200.0,64.0
afb7e50b75,2,2840.0,1420.0,1420.0,1420.0,142.0
a8d588e6ad,2,1580.0,790.0,1200.0,380.0,79.0
8b5a329ab3,1,420.0,420.0,420.0,420.0,21.0
7582eed13b,1,1260.0,1260.0,1260.0,1260.0,63.0
7b15ae4517,1,1300.0,1300.0,1300.0,1300.0,65.0
ad1c93424f,2,1660.0,830.0,1350.0,310.0,58.0
d0d641e915,2,3330.0,1665.0,3200.0,130.0,77.0
d6c7fdacf5,2,840.0,420.0,460.0,380.0,84.0
5a88f55549,3,1370.0,456.6666666666667,700.0,20.0,80.0
b94579f4e6,2,1760.0,880.0,1100.0,660.0,55.0
389342b94e,2,870.0,435.0,720.0,150.0,51.0
ad705bb084,1,1240.0,1240.0,1240.0,1240.0,62.0
d4462f829e,3,760.0,253.33333333333334,340.0,120.0,44.0
04c6023832,2,1420.0,710.0,920.0,500.0,56.0
4e4b818962,2,2700.0,1350.0,1440.0,1260.0,135.0
8f767b36b2,1,2250.0,2250.0,2250.0,2250.0,45.0
6a09d9561f,1,780.0,780.0,780.0,780.0,39.0
4b79989a1a,3,1260.0,420.0,660.0,200.0,110.0
aad89f5ddf,1,100.0,100.0,100.0,100.0,5.0
b54c0ec5ea,3,1410.0,470.0,820.0,280.0,100.0
73cc885e35,1,3600.0,3600.0,3600.0,3600.0,72.0
c1b27d1abf,2,2180.0,1090.0,1320.0,860.0,109.0
27b8d4ddf9,2,1620.0,810.0,1550.0,70.0,38.0
066b2e846b,3,1300.0,433.3333333333333,710.0,70.0,130.0
beaaff19a5,3,1820.0,606.6666666666666,850.0,390.0,85.0
de90fb30bc,1,1150.0,1150.0,1150.0,1150.0,23.0
d29b6348ae,3,1330.0,443.3333333333333,600.0,200.0,93.0
f7ffb8d0a1,3,3510.0,1170.0,2600.0,340.0,143.0
43b4b0364a,1,580.0,580.0,580.0,580.0,29.0
358c1be544,2,1250.0,625.0,670.0,580.0,96.0
24aa707186,2,230.0,115.0,200.0,30.0,13.0
cd68516ded,2,810.0,405.0,490.0,320.0,65.0
84cba44a2e,3,2320.0,773.3333333333334,2100.0,90.0,64.0
e9245ab31e,2,1210.0,605.0,620.0,590.0,121.0
0516f0197b,1,140.0,140.0,140.0,140.0,7.0
536087578d,1,1020.0,1020.0,1020.0,1020.0,51.0
784dc5f05d,2,400.0,200.0,250.0,150.0,40.0
b530e3b861,1,90.0,90.0,90.0,90.0,9.0
6b41ce5f77,3,2260.0,753.3333333333334,1240.0,460.0,113.0
93b090237b,1,60.0,60.0,60.0,60.0,3.0
fe0f361108,1,940.0,940.0,940.0,940.0,47.0
63cee8854b,3,2540.0,846.6666666666666,1550.0,470.0,104.0
1de6721cf4,1,720.0,720.0,720.0,720.0,36.0
054b1aeb43,2,3000.0,1500.0,2300.0,700.0,116.0
dde310c4ef,1,240.0,240.0,240.0,240.0,12.0
fe1373c251,3,4390.0,1463.3333333333333,2250.0,700.0,152.0
c93162c362,3,3610.0,1203.3333333333333,2150.0,720.0,116.0
a40b7bcea0,3,4250.0,1416.6666666666667,2500.0,350.0,127.0
bd7f6f8c0e,1,940.0,940.0,940.0,940.0,47.0
a35d96710c,3,2210.0,736.6666666666666,1750.0,60.0,58.0
c8fbe99910,2,790.0,395.0,690.0,100.0,71.0
50f12631c7,1,1000.0,1000.0,1000.0,1000.0,50.0
01a0f7b5ce,1,700.0,700.0,700.0,700.0,70.0
cf5e004fe4,1,690.0,690.0,690.0,690.0,69.0
59b8faac83,3,2870.0,956.6666666666666,1250.0,700.0,106.0
480c11d196,1,720.0,720.0,720.0,720.0,72.0
0cc3ecf5cc,3,3390.0,1130.0,2950.0,100.0,98.0
3ef9e65b09,3,3380.0,1126.6666666666667,1700.0,520.0,118.0
af15d67a6c,2,680.0,340.0,370.0,310.0,68.0
7890610f3c,2,2920.0,1460.0,2650.0,270.0,80.0
d581fd75ea,2,5900.0,2950.0,3250.0,2650.0,118.0
4a1f45d414,1,180.0,180.0,180.0,180.0,18.0
edd6d8ac92,1,1060.0,1060.0,1060.0,1060.0,53.0
d54c44eb02,2,620.0,310.0,320.0,300.0,47.0
ee039b4403,2,760.0,380.0,710.0,50.0,76.0
c1c1a5ed0e,2,1420.0,710.0,860.0,560.0,99.0
4d0cbf47d8,3,1700.0,566.6666666666666,720.0,330.0,170.0
0cfa013c28,2,2020.0,1010.0,1700.0,320.0,50.0
9b89729ea1,2,860.0,430.0,560.0,300.0,71.0
295f3ce9a4,1,1900.0,1900.0,1900.0,1900.0,38.0
0dc90167db,2,1900.0,950.0,1000.0,900.0,65.0
c9d07c22ed,2,1440.0,720.0,1380.0,60.0,75.0
613ad21952,2,330.0,165.0,250.0,80.0,29.0
2a9c03c9db,1,3250.0,3250.0,3250.0,3250.0,65.0
35833f042e,1,1440.0,1440.0,1440.0,1440.0,72.0
c9abf24337,2,940.0,470.0,600.0,340.0,47.0
027a2cbd20,3,4180.0,1393.3333333333333,2700.0,180.0,137.0
5b1097f347,3,1240.0,413.3333333333333,820.0,70.0,55.0
9cfd8cf080,3,630.0,210.0,420.0,40.0,42.0
38a9e928de,3,2940.0,980.0,1220.0,640.0,179.0
fcdddf0689,1,160.0,160.0,160.0,160.0,16.0
efded96925,1,1180.0,1180.0,1180.0,1180.0,59.0
35f61e05b7,3,2730.0,910.0,2300.0,150.0,77.0
9a265b7bcc,2,1710.0,855.0,1360.0,350.0,75.0
f95047c89b,2,680.0,340.0,600.0,80.0,38.0
92dc4f73f0,3,2240.0,746.6666666666666,1340.0,380.0,112.0
d8af45c937,1,720.0,720.0,720.0,720.0,72.0
4b20023390,2,2040.0,1020.0,1120.0,920.0,102.0
4959b86ef6,1,800.0,800.0,800.0,800.0,40.0
4a90e462ee,1,350.0,350.0,350.0,350.0,35.0
24c4119dff,1,1320.0,1320.0,1320.0,1320.0,66.0
62edce2bc6,2,3450.0,1725.0,2250.0,1200.0,105.0
654e1a9941,2,830.0,415.0,700.0,130.0,83.0
6e782e3079,1,80.0,80.0,80.0,80.0,4.0
a133f173de,1,660.0,660.0,660.0,660.0,66.0
0772c18f70,1,260.0,260.0,260.0,260.0,13.0
0260c21a04,3,2560.0,853.3333333333334,1000.0,640.0,160.0
a309d4d595,2,3610.0,1805.0,2750.0,860.0,98.0
f36df3964f,2,2930.0,1465.0,2550.0,380.0,70.0
e28569584c,2,2160.0,1080.0,1200.0,960.0,72.0
fac0561841,2,1750.0,875.0,1650.0,100.0,38.0
d8a298ecb7,3,800.0,266.6666666666667,710.0,20.0,79.0
4d4ef17781,3,1520.0,506.6666666666667,760.0,340.0,93.0
120819e6ee,3,570.0,190.0,280.0,20.0,42.0
d3c79802b9,2,2100.0,1050.0,1300.0,800.0,105.0
b0d5518139,1,50.0,50.0,50.0,50.0,5.0
540faac984,3,1830.0,610.0,1160.0,170.0,125.0
f36ec89e52,1,380.0,380.0,380.0,380.0,38.0
527566b07a,3,1730.0,576.6666666666666,1180.0,200.0,104.0
3a95640927,1,1150.0,1150.0,1150.0,1150.0,23.0
2a3f490348,1,520.0,520.0,520.0,520.0,26.0
59c1afe32e,3,1700.0,566.6666666666666,780.0,440.0,109.0
a4dc8a47b2,2,1840.0,920.0,1150.0,690.0,92.0
3b993719fe,2,1410.0,705.0,920.0,490.0,95.0
429da13491,2,2100.0,1050.0,1300.0,800.0,105.0
ce1127f33f,3,1640.0,546.6666666666666,700.0,250.0,144.0
6c7e497c24,2,960.0,480.0,920.0,40.0,50.0
fe70c46337,1,640.0,640.0,640.0,640.0,32.0
0d49e434a3,2,4040.0,2020.0,3100.0,940.0,109.0
cfa111ecd2,2,1600.0,800.0,1280.0,320.0,80.0
b56a638275,1,620.0,620.0,620.0,620.0,62.0
8c79c38729,3,970.0,323.3333333333333,490.0,220.0,97.0
ccd6f4fa02,3,5090.0,1696.6666666666667,2950.0,1060.0,166.0
2780fc0b96,2,1370.0,685.0,780.0,590.0,98.0
5241ded81c,2,3310.0,1655.0,1950.0,1360.0,107.0
58984d845b,1,280.0,280.0,280.0,280.0,14.0
814f74e962,3,1540.0,513.3333333333334,740.0,300.0,77.0
a3e9b718e6,1,880.0,880.0,880.0,880.0,44.0
60cca4cdeb,1,1300.0,1300.0,1300.0,1300.0,65.0
e667901724,1,2950.0,2950.0,2950.0,2950.0,59.0
89d40cc885,3,3920.0,1306.6666666666667,2550.0,550.0,147.0
c8557918cc,1,490.0,490.0,490.0,490.0,49.0
6b384eafc8,1,340.0,340.0,340.0,340.0,17.0
5e3acf1bb7,2,1670.0,835.0,1140.0,530.0,110.0
c5378b8385,2,620.0,310.0,440.0,180.0,31.0
bb34b3d9b4,3,1080.0,360.0,420.0,260.0,67.0
7dbf5bb90a,3,1400.0,466.6666666666667,920.0,60.0,91.0
47c7c7b9aa,2,570.0,285.0,360.0,210.0,39.0
cc914aca17,3,1640.0,546.6666666666666,860.0,250.0,101.0
0a2c972f8f,2,2350.0,1175.0,1900.0,450.0,83.0
347d0ac3fd,3,1300.0,433.3333333333333,580.0,210.0,101.0
3a96ff595e,3,1990.0,663.3333333333334,1200.0,40.0,79.0
4007e33c48,2,250.0,125.0,150.0,100.0,20.0
a578c58b3d,1,550.0,550.0,550.0,550.0,11.0
cbd5e69366,2,850.0,425.0,630.0,220.0,74.0
07f4da1b0e,2,340.0,170.0,240.0,100.0,29.0
8698605fe2,1,330.0,330.0,330.0,330.0,33.0
99bdbab303,2,6200.0,3100.0,3150.0,3050.0,124.0
beaa2d99d9,1,580.0,580.0,580.0,580.0,58.0
9802e7bd10,2,3580.0,1790.0,3550.0,30.0,74.0
5abf863139,1,40.0,40.0,40.0,40.0,4.0
0614babfa6,2,650.0,325.0,630.0,20.0,64.0
c65d75f157,2,2100.0,1050.0,1850.0,250.0,62.0
c471b55a83,2,280.0,140.0,160.0,120.0,20.0
6d6c532258,2,570.0,285.0,400.0,170.0,37.0
f3c78f6c1b,1,1300.0,1300.0,1300.0,1300.0,26.0
3f79f4c075,3,790.0,263.3333333333333,350.0,140.0,79.0
d759b3e068,2,1460.0,730.0,1380.0,80.0,73.0
78ad3a7b4e,1,160.0,160.0,160.0,160.0,8.0
4ea7d14768,3,1700.0,566.6666666666666,1160.0,180.0,112.0
3b69952156,3,3560.0,1186.6666666666667,3000.0,60.0,88.0
bd2490f1b7,1,3000.0,3000.0,3000.0,3000.0,60.0
14ec93a5eb,1,680.0,680.0,680.0,680.0,34.0
3795c058c8,3,1900.0,633.3333333333334,760.0,400.0,83.0
3f9d33ef96,1,3400.0,3400.0,3400.0,3400.0,68.0
dc0900a7fb,1,710.0,710.0,710.0,710.0,71.0
04f7260dd1,2,1360.0,680.0,1220.0,140.0,68.0
b222629776,3,2110.0,703.3333333333334,1280.0,180.0,147.0
ca6d8facc1,3,3870.0,1290.0,3550.0,120.0,87.0
e02cc0e002,3,3870.0,1290.0,3450.0,140.0,90.0
56ac9d0ec4,2,4660.0,2330.0,3300.0,1360.0,134.0
b55b28fb9a,1,450.0,450.0,450.0,450.0,45.0
04ddc473c3,2,2040.0,1020.0,1420.0,620.0,102.0
34425789e3,2,1320.0,660.0,940.0,380.0,66.0
208740c13a,1,1320.0,1320.0,1320.0,1320.0,66.0
1bd0cf7bda,1,500.0,500.0,500.0,500.0,50.0
eb08416f44,2,950.0,475.0,600.0,350.0,65.0
76860c9ff7,2,530.0,265.0,390.0,140.0,46.0
9c6f83b9dd,1,240.0,240.0,240.0,240.0,12.0
ae3ba0e265,1,700.0,700.0,700.0,700.0,35.0
4daff0382f,3,2480.0,826.6666666666666,1080.0,400.0,144.0
44f36f2139,1,650.0,650.0,650.0,650.0,13.0
ce870c3df9,1,660.0,660.0,660.0,660.0,33.0
cc09524f3c,1,560.0,560.0,560.0,560.0,56.0
fa9434628e,2,3340.0,1670.0,2650.0,690.0,122.0
fa514a9e6b,2,1260.0,630.0,660.0,600.0,93.0
6dc8d36bd3,1,300.0,300.0,300.0,300.0,15.0
0f6dd339c9,2,600.0,300.0,340.0,260.0,30.0
b4a4eee831,2,1210.0,605.0,610.0,600.0,73.0
c60de4e994,3,5500.0,1833.3333333333333,3000.0,1120.0,185.0
1d25f6ec32,2,1750.0,875.0,1600.0,150.0,35.0
4f1e4eacf9,3,5650.0,1883.3333333333333,3300.0,150.0,125.0
d15fdc0e87,3,6220.0,2073.3333333333335,2850.0,1420.0,167.0
835c9ffc0c,1,340.0,340.0,340.0,340.0,17.0
495d77503f,2,3440.0,1720.0,3400.0,40.0,72.0
ddbbe79fcb,1,2150.0,2150.0,2150.0,2150.0,43.0
959a9f1c06,3,1400.0,466.6666666666667,820.0,80.0,59.0
e64bd4dbf0,3,2020.0,673.3333333333334,1040.0,400.0,130.0
09c3b9af4d,2,1740.0,870.0,1060.0,680.0,121.0
0c0aefc061,1,350.0,350.0,350.0,350.0,7.0
9e1d0535f4,1,610.0,610.0,610.0,610.0,61.0
8be3073954,3,3130.0,1043.3333333333333,2350.0,120.0,86.0
854243391f,3,1200.0,400.0,590.0,300.0,120.0
2701aac9d6,1,360.0,360.0,360.0,360.0,18.0
afd759bd14,3,3990.0,1330.0,2450.0,320.0,126.0
82e1401494,2,660.0,330.0,330.0,330.0,66.0
ca96faa3bf,3,3140.0,1046.6666666666667,1500.0,700.0,112.0
669e8f1ef8,2,1760.0,880.0,1200.0,560.0,88.0
98ad8498e3,1,210.0,210.0,210.0,210.0,21.0
da27f991d3,2,790.0,395.0,510.0,280.0,79.0
eabc56bf91,1,1120.0,1120.0,1120.0,1120.0,56.0
87c2854099,2,960.0,480.0,560.0,400.0,96.0
7fb31543e2,1,370.0,370.0,370.0,370.0,37.0
e1db893440,2,1420.0,710.0,1060.0,360.0,71.0
fbbda1d206,2,1360.0,680.0,960.0,400.0,88.0
5a9777fc83,3,1160.0,386.6666666666667,660.0,230.0,83.0
3f2a47aac5,1,2000.0,2000.0,2000.0,2000.0,40.0
82b472a8b4,3,1360.0,453.3333333333333,640.0,80.0,104.0
2703bd9c08,2,920.0,460.0,540.0,380.0,73.0
fe343558b0,1,1200.0,1200.0,1200.0,1200.0,60.0
37cc7da02d,2,1310.0,655.0,1300.0,10.0,66.0
f0bdeb5921,1,1360.0,1360.0,1360.0,1360.0,68.0
badc9f2e3e,2,1550.0,775.0,850.0,700.0,52.0
27226819a5,3,1350.0,450.0,560.0,320.0,119.0
7461667b23,2,1890.0,945.0,1260.0,630.0,126.0
2dfc8ea092,1,600.0,600.0,600.0,600.0,60.0
409ccf953d,1,20.0,20.0,20.0,20.0,2.0
7c2baaa56a,1,820.0,820.0,820.0,820.0,41.0
706cd7e363,1,470.0,470.0,470.0,470.0,47.0
9a4a874457,3,4050.0,1350.0,3050.0,300.0,161.0
0ace4045af,3,1330.0,443.3333333333333,640.0,330.0,115.0
a2080ee64c,1,520.0,520.0,520.0,520.0,52.0
9f4b820724,2,2480.0,1240.0,2050.0,430.0,84.0
7357d7ae87,3,3230.0,1076.6666666666667,1260.0,710.0,197.0
aa12b6cfec,1,650.0,650.0,650.0,650.0,13.0
8c33db7af6,3,2140.0,713.3333333333334,1400.0,40.0,109.0
db38c44d55,3,2700.0,900.0,1320.0,440.0,157.0
57d5539861,1,260.0,260.0,260.0,260.0,13.0
7282f829aa,2,1180.0,590.0,650.0,530.0,118.0
e5364c6b70,2,1580.0,790.0,1360.0,220.0,90.0
24d3715446,2,1660.0,830.0,1300.0,360.0,101.0
3ac2006d21,3,700.0,233.33333333333334,320.0,120.0,48.0
7c3a106052,1,400.0,400.0,400.0,400.0,8.0
253ca7ec9e,3,630.0,210.0,320.0,120.0,63.0
a89c7d6331,1,380.0,380.0,380.0,380.0,38.0
da2a2caf82,2,3290.0,1645.0,2600.0,690.0,121.0
33027a610b,2,1970.0,985.0,1150.0,820.0,64.0
69704d46c0,2,5700.0,2850.0,3050.0,2650.0,114.0
b35ff16387,1,160.0,160.0,160.0,160.0,8.0
a64a571aa9,2,1980.0,990.0,1300.0,680.0,133.0
b5fa863608,1,2850.0,2850.0,2850.0,2850.0,57.0
7b6ca4a3c8,3,1860.0,620.0,1160.0,10.0,128.0
5e57ad3d43,1,460.0,460.0,460.0,460.0,46.0
8c075ceda7,3,2340.0,780.0,1320.0,480.0,141.0
a0597cbc29,2,790.0,395.0,490.0,300.0,79.0
73df3422a3,2,6500.0,3250.0,3550.0,2950.0,130.0
f5164c2db8,3,1700.0,566.6666666666666,690.0,340.0,153.0
5524dbebcd,2,2490.0,1245.0,2050.0,440.0,85.0
df7312a961,3,2760.0,920.0,1360.0,700.0,173.0
7fee70a6ee,3,2230.0,743.3333333333334,1250.0,280.0,53.0
fed1b8a018,1,690.0,690.0,690.0,690.0,69.0
fc1130c967,3,1120.0,373.3333333333333,510.0,140.0,105.0
23e54f488c,3,510.0,170.0,430.0,10.0,51.0
545c2441fc,1,610.0,610.0,610.0,610.0,61.0
b2af286f25,3,1190.0,396.6666666666667,720.0,160.0,75.0
1f1c9f50f9,1,620.0,620.0,620.0,620.0,31.0
a7ade7c151,2,690.0,345.0,570.0,120.0,63.0
8fe2fca181,2,810.0,405.0,520.0,290.0,81.0
4104a15526,1,320.0,320.0,320.0,320.0,16.0
6a0106a2df,2,650.0,325.0,510.0,140.0,65.0
e1b797aee4,3,4000.0,1333.3333333333333,3150.0,420.0,127.0
